Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
BALANCE 5011/91153/5,KAL TIRE                      ,$144.00,2011-11-22,169541,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
LT245/75R16 NOK HAKKA STUDDED 5008/91133/29,KAL TIRE                      ,"$1,088.00",2011-11-22,169543,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"HEAT CABLE, PYROTENAX 'SUB8', 2300W @120V., 550'",GUILLEVIN INTERNATIONAL       ,"$8,208.00",2011-10-11,169547,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"SIGN, WC-8R TRUCK ENTRANCE (RIGHT) 75 X 75 CM",GOVERNMENT O,$248.00,2011-10-12,169550,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5564509 ADAPTER 08223/0219-35/TR,INLAND KENWORTH               ,$26.00,2011-10-12,169551,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5564501 DRIVER SEAL 08223/0219-35/TR,INLAND KENWORTH               ,$40.00,2011-10-12,169551,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
59003U USED CYLINDER 05077/R23558/24,INLAND KENWORTH               ,"$1,850.00",2011-10-12,169551,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15W40-20ROTELLA 15W40-20L 70674/99001/10,INLAND KENWORTH               ,"$1,300.00",2011-10-12,169551,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
96171 CONTROLER KIT 12261/11255/R11255/1HD,INLAND KENWORTH               ,$230.00,2011-10-12,169551,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4089544 O-RING 03993/R11266/1HD,INLAND KENWORTH               ,$100.00,2011-10-14,169553,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2011-12
3104213 BRACKET 05375/R16256/18,INLAND KENWORTH               ,$102.00,2011-10-14,169553,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2011-12
BX CONNECTORS 02248/R56556/6 MV DAWSON,DAWSON HARDWARE LTD           ,$6.00,2011-11-15,169898,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3161475 CAM FOLLOWER INTAKE 06828/R23188/1HD,INLAND KENWORTH               ,"$2,292.00",2011-11-16,169899,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3417645 CAM FOLLOWER INJECTOR 06828/R23188/1HD,INLAND KENWORTH               ,"$1,206.00",2011-11-16,169899,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3803894 SEAL KIT FRONT CRANKSHAFT 06828/R23188/1HD,INLAND KENWORTH               ,$146.00,2011-11-16,169899,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
A20 SRT1540C SAE15W40 OIL 74601/99001/7,NORTH 60 PETRO LTD            ,$336.00,2011-11-16,169900,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C9 MTRACHYDD TRACTOR TRANS FLUID 09111/99001/1HD,NORTH 60 PETRO LTD            ,"$1,340.00",2011-11-16,169900,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"ULT66206 WRENCH, 1/2 IMPACT 78960/CAMP/12 MAYO",NORTHERN SUPERIOR MECHANICAL  ,$120.00,2011-11-16,169902,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"N75-4751 CLAMP, HOSE 07958/R30207/6 ST DAWSON",NORTHERN SUPERIOR MECHANICAL  ,$12.00,2011-11-16,169902,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"40012 PIPE, EXH FLEX 02084/R11244/16 TK STEWART",NORTHERN SUPERIOR MECHANICAL  ,$32.00,2011-11-16,169902,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"701-08 SHACKLE, 3/4"" 85507/99000/16 MP STEWART",NORTHERN SUPERIOR MECHANICAL  ,$24.00,2011-11-16,169902,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
CLUTCH SHAFT YOKE,INLAND KENWORTH               ,$52.00,2011-11-16,169903,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PSKGL GREASE, KEG 85525/99001/16 MP STEWART",PETRO CANADA LUBRICANTS INC   ,$486.00,2011-11-16,169904,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BLADE, 7' HEAT TREATED GRADER 5/8""HOLES 3/4 X 6 X 84"" CURVED DOUBLE BEVEL",INLAND KENWORTH               ,$298.00,2011-11-17,169909,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
550019888 A26 SRTA0W30P SAE0W30 OIL 82077/99001/9,UAP INC                       ,$606.00,2011-11-17,169913,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
550019872 A3 ROTELL T1 SAE10W OIL 09111/99001/1HD,UAP INC                       ,$710.00,2011-11-17,169913,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"500428 DISC. GRINDING 5"" X 1/4"" X 7/8"" 09100/99000/1T",CDNIS,$200.00,2011-11-17,169914,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4955421RX VALVE EGR 80573/R11266/1HD,INLAND KENWORTH               ,$914.00,2012-01-12,170314,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FREIGHT FOR LINE 17 94192/R15278/10,INLAND KENWORTH               ,$85.00,2012-01-12,170314,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
9L7873 DIAPHRAGM 94188/R30005/10,FINNING INTERNATIONAL INC     ,$15.00,2012-01-16,170320,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
9L9285 SPRING 94188/R30005/10,FINNING INTERNATIONAL INC     ,$1.00,2012-01-16,170320,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
6N8878 FUEL PRESSURE GAUGE 94193/R30005/10,FINNING INTERNATIONAL INC     ,$108.00,2012-01-16,170320,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
320005968 0W20 OIL 20L 9085/R23706/1HD,FINNING INTERNATIONAL INC     ,$644.00,2012-01-16,170320,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
9v7143 WASHER CAP ASSY 8925/R21304/1HD,FINNING INTERNATIONAL INC     ,$110.00,2012-01-16,170320,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
1387573 LIFTING LINK 9427/SHOP/1T,FINNING INTERNATIONAL INC     ,$208.00,2012-01-16,170320,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
29471 FR DIFF PINION SEAL 94188/R30005/10,QUALITY BEARING SUPPLY LTD    ,$29.00,2012-01-16,170322,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BKP 7822171 MIN 7.5 FUSES 10764/99000/23,UAP INC                       ,$25.00,2012-01-16,170324,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
REPLACEMENT KEY 08490/45531/060286/1A,LOCKSMITH SERVICES LTD        ,$8.00,2012-01-16,170325,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"GALV RIGID COND. 2"" MAST 08341/T5200/1E",EECOL ELECTRIC CORP           ,$90.00,2012-01-16,170326,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4954200rx FUEL PUMP 6914/90123/59679/1HD,INLAND KENWORTH               ,"$2,358.00",2011-09-19,169291,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
SEAL,PACESETTER TRADING COMPANY    ,$88.00,2011-09-19,169294,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BEARING,PACESETTER TRADING COMPANY    ,$6.00,2011-09-19,169294,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C/W INSTALLATION KIT 1-63327-3406-2435 SEAL 1-TUBE URETHANE,DON COX ENTERPRISES LTD O/A   ,$288.00,2011-09-19,169300,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FLUID, BUG WASH SUMMER PINK WNDSLD/WSHER FLUID 4X4L JUGS",CDACKLANDSWH,$8.00,2011-09-19,169302,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
LIGHT BACK UP SEALED UNIT 24 VOLT,UAP INC                       ,$51.00,2011-09-19,169305,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
HORN ASSY-12V-HIGH PITCH,UAP INC                       ,$12.00,2011-09-19,169305,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FILTER, AIR,",UAP INC                       ,$32.00,2011-09-19,169306,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BATTERY, GROUP 75 MIN CCA 700",UAP INC                       ,$80.00,2011-09-19,169307,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BATTERY PAD, 70WATT 120VOLT CSA APPROVED ONLY",METRO CHRYSLER LTD            ,$372.00,2011-09-19,169308,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"BOTTLE, SOS OIL SAMPLE",FINNING INTERNATIONAL INC     ,$872.00,2011-09-19,169309,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
DRAWBAR BUSHINGS ( POLYURETHANE ) ** SEE IDL **,INLAND KENWORTH               ,$78.00,2011-09-19,169310,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
0000 998 0603 TORSION SPRING 04445/61090/059755/1C,BIG P ENTERPRISES LTD O/A     ,$2.00,2011-09-20,169314,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
5 BOLTS AS PER INV # 64680 04448/61090/059755/1C,BIG P ENTERPRISES LTD O/A     ,$5.00,2011-09-20,169314,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"155757-43 FILTER, PRIMARY WATER (FRASER)88233/3300/28",AQUATECH SUPPLIES             ,$580.00,2011-09-20,169315,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
321034N211 FRONT DIFF PLUG 09934/47571/060307/1A,CDCARCAREYKL,$13.00,2011-09-20,169317,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
371263S526 FR PROP SHAFT REAR UJOINT 09934/47571/060307/1A,CDCARCAREYKL,$64.00,2011-09-20,169317,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
999J2KR00004 REAR MUDFLAP SET 09935/47571/060307/1A,CDCARCAREYKL,$46.00,2011-09-20,169317,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
10452457 ROTOR 06062/42087/059785/1A,KLONDIKE MOTORS INC O/A       ,$17.00,2011-09-21,169318,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15199560 LF SIGNAL LENS ASSY 06219/46038/059775/1A,KLONDIKE MOTORS INC O/A       ,$114.00,2011-09-21,169318,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15522095 BRAKE PEDAL PAD 04790/91138/059806/1A,KLONDIKE MOTORS INC O/A       ,$12.00,2011-09-21,169318,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
4955708NX WATER PUMP 09058/R15287/1HD,INLAND KENWORTH               ,$520.00,2011-10-14,169553,,24,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,P,2011-12
"TDA-S441-032-0 SENSOR, FRT ABS 08114/R15304/16 TK DAWSON",DON COX ENTERPRISES LTD O/A   ,$86.00,2011-10-13,169558,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
22695015 FRONT WASHER PUMP 08601/43076/059956/1A,KLONDIKE MOTORS INC O/A       ,$29.00,2011-10-13,169560,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
15809049 OIL COOLER LINES 08617/R20680/1A,KLONDIKE MOTORS INC O/A       ,$195.00,2011-10-13,169560,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
24575R16 LTX MS 5018/20531/1A,MICHELIN NORTH AMERICA CAN INC,$816.00,2011-11-22,169561,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PREMIX, ROAD MAINTENANCE ASPHALT PATCH MATERIAL",COLAS WESTERN CANADA INC O/A  ,"$4,326.00",2011-10-13,169562,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PREMIX, ROAD MAINTENANCE ASPHALT PATCH MATERIAL",COLAS WESTERN CANADA INC O/A  ,"$3,502.00",2011-10-13,169562,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PREMIX, ROAD MAINTENANCE ASPHALT PATCH MATERIAL",COLAS WESTERN CANADA INC O/A  ,"$3,502.00",2011-10-13,169562,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"PREMIX, ROAD MAINTENANCE ASPHALT PATCH MATERIAL",COLAS WESTERN CANADA INC O/A  ,"$3,502.00",2011-10-13,169562,,21,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
31-2216-2 FLOOR MAT SET-2 PIECE 08405/R20721/1A,CDCANTIREWHH,$30.00,2011-10-13,169563,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
31-2216-2 FLOOR MAT SET-2 PIECE 06081/R20727/1A,CDCANTIREWHH,$30.00,2011-10-13,169563,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"601357 WIPER BLADE 13"" 08269/47535/059918/1A",UAP INC                       ,$10.00,2011-10-13,169564,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2424151 RF CALIPER CORE LINE 17 08603/40180/059954/1A,UAP INC                       ,$46.00,2011-10-13,169564,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PSF1L P/S FLUID 08458/R20529/1A,UAP INC                       ,$6.00,2011-10-13,169564,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
PGD1075C FRONT BRAKE PADS 08709/43075/060117/1A,TERRITORIAL AUTO PARTS        ,$73.00,2011-11-17,169915,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
184337 RH REAR CALIPER CORE 09797/R18239/1A,TERRITORIAL AUTO PARTS        ,$44.00,2011-11-17,169915,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
76722R FRONT ROTORS 10080/40239/060567/1A,TERRITORIAL AUTO PARTS        ,$78.00,2011-11-17,169915,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BH382417 LH FRONT BRAKE HOSE 10125/46083/060639/1A,TERRITORIAL AUTO PARTS        ,$28.00,2011-11-17,169915,,26,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
599PG REAR BRAKE SHOES 12153/40152/060937/1A,TERRITORIAL AUTO PARTS        ,$40.00,2011-11-17,169915,,30,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"HARDWARE CLOTH 1/4""X1/4""X36""X100' 91683/99000/1A",CDBUILDERSSU,$149.00,2011-11-17,169916,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
HANDLING CHARGE 08032/060207/VGFN003/25 OLD CROW,PRINCESS AUTO LTD             ,$6.00,2011-11-18,169922,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
MDEL1540C 15W40 CS 73977/99001/13 PR OGILVIE,AFD PETROLEUM LTD             ,$915.00,2011-11-18,169924,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
A28 0W30 73977/99001/13 PR OGILVIE,AFD PETROLEUM LTD             ,"$1,530.00",2011-11-18,169924,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
HYD32P2 05992/99001/6 DAWSON,AFD PETROLEUM LTD             ,$306.00,2011-11-18,169924,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
VAR-P SOLVENT 05992/99001/6 DAWSON,AFD PETROLEUM LTD             ,$156.00,2011-11-18,169924,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"X41765 17"" 6ON135MM FORD WHEEL 87263/R18507/19/KC",YUKON TIRE CENTRE INC         ,$160.00,2011-11-21,169925,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
465110 STARTER 09768/R20716/1A,UAP INC                       ,$150.00,2011-11-21,169926,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
134800 ALTERNATOR CORE 09926/45010/060292/1A,UAP INC                       ,$78.00,2011-11-21,169926,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
YTG TIRE TAX 09851/47656/554065/1A/KC,YUKON TIRE CENTRE INC         ,$25.00,2012-02-02,169928,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
130040 P215/65R16 TOYO GSI5 WINTER 09852/47657/555071/1A/KC,YUKON TIRE CENTRE INC         ,$815.00,2012-02-02,169929,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
RS3001 SILENT WITNESS BOX 09802/16272/058884/1A,ZOLL MEDICAL CANADA INC       ,"$2,100.00",2011-11-21,169939,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
79011 RETAINER 93172/R23176/5,INLAND KENWORTH               ,$78.00,2011-11-21,169940,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
69781 WEAR PLATE 09015/R23169/1HD,INLAND KENWORTH               ,$450.00,2011-11-21,169940,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
C13110-U GROUND CLAMPS 08341/T5200/1E,EECOL ELECTRIC CORP           ,$8.00,2012-01-16,170326,,27,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
ALG271DP GLOVES ( MIKE WELDING BAY )09138/99000/1T,CDACKLANDSWH,$6.00,2012-01-17,170329,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BDY85261 SIGN FIRE SELF STICKING F/EXT 099985/0214-35/PARTS DEPT,CDACKLANDSWH,$10.00,2012-01-17,170329,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
WSW056319 SWEEPER WHEEL 09893/R52807/26/KC,KAL TIRE                      ,$550.00,2012-01-31,170331,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FIRE EXTINGUISHER, 10LB, NEW ISSUE WITH ITEM 17123",NORDIQUE FIRE PROTECTION INC  ,$90.00,2012-01-17,170338,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP, 12V STT (KIT) W/PIGTAIL & GROMMET STOP/TURN/TAIL USE 11185 FOR LIGHT ONLY",UAP INC                       ,$8.00,2012-01-17,170344,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP W/HOUSING, 24V PAR 46",UAP INC                       ,$39.00,2012-01-17,170344,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP, RED 2 1/2"" ROUND MARKER",UAP INC                       ,$20.00,2012-01-17,170344,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LAMP, STT, 12V INCANDESCENT",UAP INC                       ,$12.00,2012-01-17,170344,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FILTER-FUEL SPIN ON,UAP INC                       ,$6.00,2012-01-17,170345,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FILTER-FUEL SPIN ON,UAP INC                       ,$24.00,2012-01-17,170345,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
FILTER-FUEL/SECONDARY *SEE IDL*,UAP INC                       ,$40.00,2012-01-17,170345,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"FILTER, OIL",UAP INC                       ,$18.00,2012-01-17,170345,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
14005061 BATTERY HOLD DOWN 06031/R20690/1A,KLONDIKE MOTORS INC O/A       ,$5.00,2011-09-21,169318,,36,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BTPBOT55TRI BRUSH-ON ELECTRICAL TAPE 03883/99000/1T,CDACKLANDSWH,$48.00,2011-09-21,169320,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"LNX1779771 DRILL BIT 1/4"" MANDREL 08213/99000/1T",CDACKLANDSWH,$24.00,2011-09-21,169320,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
M4912 INJECTION CLEANER 48924/99000/17,UAP INC                       ,$30.00,2011-09-21,169321,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
NCH 5800C FUEL STABILIZER 48924/99000/17,UAP INC                       ,$36.00,2011-09-21,169321,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
HOWES 5361/99000/18,UAP INC                       ,$96.00,2011-09-21,169321,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
BKP 6413237 NUTS 80566/R20681/15,UAP INC                       ,$24.00,2011-09-21,169321,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
HARDWARE ORDER AS PER INV. S069167 03760/99003/1HD,CDNIS,$84.00,2011-09-22,169325,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
"DOC457007 KEYSTOCK 3/16"" X 3/16"" X 12"" 09410/99003/1T",CDNIS,$2.00,2011-09-22,169325,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3688A006 TURBO-EXHAUST MOUNTING GASKET 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$10.00,2011-10-04,169329,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3681C003 VALVE COVER GASKET 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$62.00,2011-10-04,169329,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
26435712 O-RING FUEL INJECTION PUMP 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$17.00,2011-10-04,169329,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
0921173 WASHER-INJECTOR 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$6.00,2011-10-04,169329,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2418F603 SEAL-OIL COOLER LINE 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$6.00,2011-10-04,169329,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
3686A511 GASKET-OIL COOLER 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$2.00,2011-10-04,169329,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2418F437 FRONT OIL SEAL 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$12.00,2011-10-04,169329,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2313F068 STUD 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$16.00,2011-10-04,169329,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
2313M380 STUD 06477/R56532/1A,DIPERK POWER SOLUTIONS        ,$30.00,2011-10-04,169329,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
U5MW0160. WATER PUMP 06479/R56534/1A,DIPERK POWER SOLUTIONS        ,$178.00,2011-10-04,169329,,33,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
9883 AIR FILTER 10077/46178/060541/1A,UAP INC                       ,$9.00,2011-11-02,169565,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
NON770030M RESPIRATOR 08246/99000/TR,CDACKLANDSWH,$50.00,2011-10-13,169567,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
GGW2NAA5 SHIELDS 94548/99000/18,CDACKLANDSWH,$238.00,2011-10-13,169567,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
UNWTCS TORCH TIP CLEANER 94548/99000/18,CDACKLANDSWH,$8.00,2011-10-13,169567,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
XIH101-08-2-50 1/2 AIR HOSE 09122/99002/TR,CDACKLANDSWH,$832.00,2011-10-13,169567,,30,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
CXL-3 MODIFIER 05374/R19564/18,WHITEHORSE MOTORS LIMITED     ,$4.00,2011-10-17,169575,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2011-12
