Contract Description,Vendor Name,Amount,Start Date,Contract No.,C.O. No.,Line No,SOA No.,Department,Contract Type,Tender Class,Community,Type,Fiscal Year
"FILTER, OIL",UAP INC                       ,$117.00,2010-09-01,166029,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, AIR",UAP INC                       ,$18.00,2010-09-01,166029,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, OIL",UAP INC                       ,$315.00,2010-09-01,166029,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, ENGINE OIL 40-268 TO 40-292 40-294 TO 40-297",UAP INC                       ,$21.00,2010-09-01,166029,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BALL JOINT,UAP INC                       ,$36.00,2010-09-01,166030,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, FUEL",UAP INC                       ,$121.00,2010-09-01,166032,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MINIATURE BULB,UAP INC                       ,$12.00,2010-09-01,166033,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PLATE, WEAR",INLAND KENWORTH               ,$396.00,2010-09-01,166038,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DUST CAPS,INLAND KENWORTH               ,$8.00,2010-09-01,166039,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
HFB700000 SEAL KIT STEERING BOX 85802/P11244/16,INLAND KENWORTH               ,$122.00,2010-05-04,165012,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
UD1000 DECAL TUBING 86755/P16269/1A,INLAND KENWORTH               ,$38.00,2010-05-04,165012,,15,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
E8TZ-2C193-A LINKAGE KIT 87004-5/P18246/1A,WHITEHORSE MOTORS LIMITED     ,$86.00,2010-05-04,165013,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YH1750 MOTOR ASSY. BLEND DOOR 87062/P20545/1A,WHITEHORSE MOTORS LIMITED     ,$40.00,2010-05-04,165013,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"83-8007 LOOM SPLIT 5/8"" 93996/46208/056675/1A",UAP INC                       ,$14.00,2010-05-04,165014,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"83-8007 LOOM SPLIT 5/8"" 93994/46206/056673/1A",UAP INC                       ,$14.00,2010-05-04,165014,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
782-2121 FUSE 30 AMP 93745/46137/056646/1A,UAP INC                       ,$6.00,2010-05-04,165014,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"83-8007 LOOM SPLIT 5/8"" 93615/99000/1A",UAP INC                       ,$42.00,2010-05-04,165014,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
782-2226 FUSE HOLDER ASSY. ATO 93882/P20550/1A,UAP INC                       ,$19.00,2010-05-04,165014,,19,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
782-2120 FUSE 93616/P20670/1A,UAP INC                       ,$12.00,2010-05-04,165014,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 94384/15278/10/AVIVONE,GOODYEAR CANADA INC           ,$40.00,2010-05-11,165015,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
5M7329 MOUNTING SEAL 89569/P21012/1WB,FINNING INTERNATIONAL INC     ,$15.00,2010-05-04,165018,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"70512 WHEELS, CUTOFF 85041/99000/6",NORTHERN SUPERIOR MECHANICAL  ,$40.00,2010-05-20,165019,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 46110/542254/G2/AVIVONE,YUKON TIRE CENTRE INC         ,$20.00,2010-05-11,165024,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
K066-423 BUSHING-FRONT ENGINE SUPPORT 89712/P11251/1HD,INLAND KENWORTH               ,$254.00,2010-05-04,165025,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
OVERHAUL 3306 MARINE CAT ENGINE 84Z0357088763/P60800/1,UNION TRACTOR LTD             ,"$19,200.00",2010-05-05,165026,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1019819 SHACKLE 75655/CAMP/29 EAGLE,CDACKLANDSWH,$51.00,2010-05-05,165027,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
DELIVERY CHARGE $10.00 88765/99000/1WP,JACOBS INDUSTRIES LTD         ,$10.00,2010-05-04,165028,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SLACK ADJUSTER, FRT REAR AXLE, LH 15284 - 15293",DON COX ENTERPRISES LTD O/A   ,$190.00,2010-05-05,165031,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
7702 FILTER TRANS. EXTERNAL 90931/P20549/1A,UAP INC                       ,$10.00,2010-06-28,165447,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
13¿3128 ALTERNATOR 85235/P20523/13,NORTHERN SUPERIOR MECHANICAL  ,$219.00,2010-06-28,165448,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"1042 FILTER,OIL 75459/057150/46430/6",NORTHERN SUPERIOR MECHANICAL  ,$11.00,2010-06-28,165448,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
17228-2G8-003 GASKET ELBOW AIR INTAKE 86763/60284/057010/1A,CDYKHONDA,$3.00,2010-06-28,165449,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
16910-ZE8-015 FILTER FUEL 86763/60284/057010/1A,CDYKHONDA,$19.00,2010-06-28,165449,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT FOR LINES 1 THRU 10 86763/60284/057010/1A,CDYKHONDA,$5.00,2010-06-28,165449,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"58554 PUMP,WATER 75702/P18247/6",UAP INC                       ,$162.00,2010-06-29,165451,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
62¿01¿3623 REGULATOR 82862/P25504/6 DAWSON,UAP INC                       ,$6.00,2010-06-29,165451,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"82¿9439 LUG,BATTERY 75806/P15264/6 DAWSON",UAP INC                       ,$8.00,2010-06-29,165451,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
F1504760 BANDAGES 89026/99000/1TR,AJAX STEEL LIMITED            ,$8.00,2010-06-30,165460,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
F2524760 IODINE WIPES 89026/99000/1TR,AJAX STEEL LIMITED            ,$15.00,2010-06-30,165460,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
37121-3419 PINS 90072/15281/1HD.,DON COX ENTERPRISES LTD O/A   ,$232.00,2010-04-16,164872,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
238CHR AIR DRYER PARTS 84916/15270/6.,DON COX ENTERPRISES LTD O/A   ,$11.00,2010-04-16,164872,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CMP SOOW 12/C3 BLK CABTIRE CABLE 600V 79384/P60800/1E,EECOL ELECTRIC CORP           ,$64.00,2010-04-16,164873,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
LCL RGC722MT9W 6V 72W (2 HEAD 9W) B/PACK79390/P1700/1E,EECOL ELECTRIC CORP           ,$447.00,2010-04-16,164873,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 5216050240208/18/AVIVONE,KAL TIRE                      ,$15.00,2010-04-19,164877,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FH354MF HANDLES 49376/CAMP/29,AJAX STEEL LIMITED            ,$60.00,2010-04-19,164882,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"MG¿05¿010 GLOVES,LG MECHANIX 75559/SHOP/6",AJAX STEEL LIMITED            ,$44.00,2010-04-19,164882,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"03900 PAINT,INVERTED WHITE 74570/99000/13 OGILVIE",AJAX STEEL LIMITED            ,$60.00,2010-04-19,164882,,20,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WSWDRJ516 84909/99000/6,CDACKLANDSWH,$10.00,2010-04-19,164883,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
WSWDRJ332 84909/99000/6,CDACKLANDSWH,$10.00,2010-04-19,164883,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MM1100 EAR PLUGS 79737/P60800/6,CDACKLANDSWH,$96.00,2010-04-19,164883,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MM1100 EAR PLUGS 79737/P60800/6,CDACKLANDSWH,$72.00,2010-04-19,164883,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
79011 RETAINERS 75718/P23184/13 OGILVIE,INLAND KENWORTH               ,$156.00,2010-09-01,166046,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MISC. ITEMS #2,DUNCANS LTD                   ,$216.00,2010-09-03,166049,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
ENVIRO LEVY 46155/KJT,YUKON TIRE CENTRE INC         ,$5.00,2011-02-03,166051,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
996995 .035 MED CONTACT TIPS 89049/99000/1HD,CDYKEXPLOSIV,$30.00,2010-09-02,166052,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
19207735 REAR BRAKE SHOES 91238/46168/057636/1A,KLONDIKE MOTORS INC O/A       ,$292.00,2010-09-03,166055,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6C2Z-1561203-AAA SEATBELT FEM END LHS 91206/P20715/1A,WHITEHORSE MOTORS LIMITED     ,$144.00,2010-09-03,166056,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
8C3Z-17682-AC MIRROR ASSY-RH 91171/46195/057524/1A,WHITEHORSE MOTORS LIMITED     ,$245.00,2010-09-03,166056,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
9C3Z-2813010-BA FLOOR MAT 91209/P20542/1A,WHITEHORSE MOTORS LIMITED     ,$377.00,2010-09-03,166056,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
OS30689R OIL PAN GASKET 91343/40205/057796/1A,TERRITORIAL AUTO PARTS        ,$36.00,2010-09-08,166059,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
NGK2635 SPARK PLUGS 86800/P30903/1A,TERRITORIAL AUTO PARTS        ,$32.00,2010-09-08,166059,,13,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
CH-303 ROTOR 92501/P30903/1A,TERRITORIAL AUTO PARTS        ,$5.00,2010-09-08,166059,,18,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BS40620 REAR MAIN SEAL 92611/P20668/1A,TERRITORIAL AUTO PARTS        ,$25.00,2010-09-08,166059,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
4X8X1/2 PLATE 75823/P11244/6 DAWSON,AJAX STEEL LIMITED            ,$699.00,2010-09-03,166060,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
T-13-WZ-500 VALVE STEM 91116/42072/G2/RJ,MICHELIN NORTH AMERICA CAN INC,$12.00,2010-09-03,166062,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SLACK ADJUSTERS, REAR REAR AXLE L.H. 15284 - 15293",DON COX ENTERPRISES LTD O/A   ,$84.00,2010-05-05,165031,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BELTS,NORTH 60 PETRO LTD            ,$16.00,2010-05-05,165032,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BELT, HYDRAULIC PUMP DRIVE",NORTH 60 PETRO LTD            ,$14.00,2010-05-05,165032,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, ENGINE OIL",UAP INC                       ,$20.00,2010-05-05,165033,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BODY REPAIRS AS PER INV. 2834 93999/40251/056459/1A,IRVING COLLISION REPAIRS LTD  ,"$1,148.00",2010-05-05,165044,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT LINE 1 89539/P21320/1HD,INLAND KENWORTH               ,$252.00,2010-05-05,165046,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1954736C1 CLAMPS 88780/P21327/4 CARCROSS,INLAND KENWORTH               ,$24.00,2010-05-05,165047,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
1331087C1 VALVE CONTROL ASSY 88780/P21327/4 CARCROSS,INLAND KENWORTH               ,$110.00,2010-05-05,165047,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
233224A1 HOSE 88780/P21327/4 CARCROSS,INLAND KENWORTH               ,$18.00,2010-05-05,165047,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FREIGHT FOR LINES 3-7 88780/P21327/4 CARCROSS,INLAND KENWORTH               ,$35.00,2010-05-05,165047,,8,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
NUP83266 BRAKE CALIPER BOLTS 84865/46130/056654/6.,UAP INC                       ,$20.00,2010-05-05,165048,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
NUP83256A FRT CALIPER HARDWARE KIT. 84865/46130/056654/6.,UAP INC                       ,$17.00,2010-05-05,165048,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AL481 DIST. CAP 85587/55136/056660/6.,TERRITORIAL AUTO PARTS        ,$20.00,2010-05-05,165049,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
45005 WATER PUMP COOLANT 87021/P20671/1A,UAP INC                       ,$184.00,2010-05-06,165050,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
675-1248 PIN KIT FRONT DOOR 93896/P20680/1A,UAP INC                       ,$20.00,2010-05-06,165050,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
6051492 HEATER ENGINE BLOCK 90935/P20664/1A,UAP INC                       ,$33.00,2010-05-06,165050,,22,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
20860 PUMP P/STEERING 90884/42086/057196/1A,UAP INC                       ,$66.00,2010-05-06,165050,,23,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BELT, ENGINE FAN, 15277-283 *DNR*",INLAND KENWORTH               ,$168.00,2010-04-06,164763,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 12'6"" SNOW WING 5/8X8X150""",INLAND KENWORTH               ,$386.00,2010-04-06,164764,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BALL VALVE, 3/8""",AJAX STEEL LIMITED            ,$16.00,2010-04-06,164766,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"RELAY, 20/40 AMP SPDT WITH BRACKET",UAP INC                       ,$200.00,2010-04-07,164767,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BR25580 *P1* 85030/N50180/6,TERRITORIAL AUTO PARTS        ,$38.00,2010-04-07,164769,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
IC369 IGNITION COIL 93934/42071/056510/1A,UAP INC                       ,$59.00,2010-04-07,164773,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
T-STAT 195 DEGREES,CDNIS,$12.00,2010-04-07,164775,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FIRE EXTINGUISHER, 5 LB, NEW ISSUE WITH ITEM 15030 BRACKET",NORDIQUE FIRE PROTECTION INC  ,$390.00,2010-04-07,164778,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YTG ENVIRO TIRE TAX 53518/28/AVIVONE,YUKON TIRE CENTRE INC         ,$5.00,2010-04-08,164785,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MDLT MOUNT & DISMOUNT LIGHT TRUCK 53518/28/AVIVONE,YUKON TIRE CENTRE INC         ,$20.00,2010-04-08,164785,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
55658 RUBBER COATED SPRINGS. 88738/11269/1T.,JASPER TANK                   ,$175.00,2010-04-08,164787,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
25580 BEARING 89912/P52465/1HD,UAP INC                       ,$50.00,2010-04-08,164788,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
11187 CLEANING BRUSH 82994/99000/2,UAP INC                       ,$41.00,2010-04-08,164788,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A21 MULT1540P 15W40 OIL 20L 61195/99001/28,NORTH 60 PETRO LTD            ,$342.00,2010-04-08,164790,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A25 SRTA0W30D 0W30 OIL 205L 89796/99001/1HD,NORTH 60 PETRO LTD            ,"$2,046.00",2010-04-08,164790,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
MOHAWK DRUM CHARGES 89796/99001/1HD,NORTH 60 PETRO LTD            ,$80.00,2010-04-08,164790,,11,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
A20 SRT1540C 15W40 OIL 1L 87571/99001/11,NORTH 60 PETRO LTD            ,$168.00,2010-04-08,164790,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
TRANS COOLER FLUSH AS PER INV 11880 93856/46138/056363/1A,WHITEHORSE RADIATOR SHOP LTD  ,$45.00,2010-04-06,164739,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BR25580 *P1* 85031/P50181/6,PACESETTER TRADING COMPANY    ,$221.00,2010-04-06,164740,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"3/16"" X 2"" X 3"" RECTANGULAR TUBING. 89911/52465/1HD.",AJAX STEEL LIMITED            ,$130.00,2010-04-06,164741,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"D9043-0821 LINES, BRAKE JOUNCE 88837/P16241/15",INLAND KENWORTH               ,$24.00,2010-05-19,164401,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CC3050 BREAKER, AUTO RESET 88919/P23175/24",INLAND KENWORTH               ,$61.00,2010-05-19,164401,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BEARING CUP USE ITEM #7592 KIT,PACESETTER TRADING COMPANY    ,$18.00,2010-04-06,164743,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PLUG, 6 POLE TRAILER",DON COX ENTERPRISES LTD O/A   ,$40.00,2010-04-06,164745,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 22"" ACCU FIT WIPER HOOK TYPE",UAP INC                       ,$260.00,2010-04-06,164751,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BLADE, 16"" ACCU FIT WIPER HOOK TYPE",UAP INC                       ,$28.00,2010-04-06,164751,,5,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
FUSES (BOX OF 5),UAP INC                       ,$39.00,2010-04-06,164752,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"STROBE LIGHT, GROTE AMBER",UAP INC                       ,$630.00,2010-04-06,164752,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"LAMP, BACK-UP 12V",UAP INC                       ,$28.00,2010-04-06,164752,,9,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
TERMINALS (100 PACK),UAP INC                       ,$10.00,2010-04-06,164752,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, FUEL",UAP INC                       ,$6.00,2010-04-06,164753,,10,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTERS, AIR 30211",UAP INC                       ,$72.00,2010-04-06,164753,,14,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTERS, WATER SEPERATOR 30211",UAP INC                       ,$24.00,2010-04-06,164753,,16,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
BALL JOINTS,UAP INC                       ,$76.00,2010-04-06,164754,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SEALED BEAM, LARGE ROUND 7"" HI/LOW",UAP INC                       ,$10.00,2010-04-06,164755,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"PLATE, DURAMIDE WEAR",INLAND KENWORTH               ,$108.00,2010-04-06,164759,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"NUT 1.25"" NC ZINC",INLAND KENWORTH               ,$36.00,2010-04-06,164759,,7,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"BOLT, SHOULDER",INLAND KENWORTH               ,$307.00,2010-04-06,164759,,12,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"CARTRIDGE, AD-SP AIR DRYER",INLAND KENWORTH               ,$114.00,2010-04-06,164760,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
PIN,INLAND KENWORTH               ,$16.00,2010-04-06,164762,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
T-13-WZ-500 TR413 VALVE STEM 40296/541801/G2/AVIVONE,KAL TIRE                      ,$12.00,2010-04-22,164171,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"037767 V320 15-17"" VBAR STEER CHAINS 90068/1A/AVIVONE",KAL TIRE                      ,$147.00,2010-04-19,163800,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
038382 V720 MED TRK TRIPLES 90068/1A/AVIVONE,KAL TIRE                      ,$248.00,2010-04-19,163800,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"WSWA0701S JACK,FLOOR AIR 86181/SHOP/6 DAWSON",CDACKLANDSWH,$614.00,2011-03-18,167754,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
YJ60AS1 REGULATOR 92759/P58448/6 DAWSON,CDACKLANDSWH,$265.00,2011-03-18,167754,,2,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"SIGN, TC-54R TRUCK TURNING RIGHT 75 X 75 CM",GOVERNMENT O,$950.00,2011-03-19,167756,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FACE, TC-51 BUMP 75X75CM",GOVERNMENT O,$950.00,2011-03-19,167761,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"5K1459 PIN,SCARIFIER LOCK *P1* 86071/R23703/6 DAWSON",FINNING INTERNATIONAL INC     ,$150.00,2011-03-21,167770,,17,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"LAMP, BACK-UP 12V",UAP INC                       ,$21.00,2011-03-21,167779,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
AIR FILTER-CAB.,UAP INC                       ,$12.00,2011-03-21,167780,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
"FILTER, PRIMARY FUEL",UAP INC                       ,$15.00,2011-03-21,167780,,6,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
#4 TIP,CDYKEXPLOSIV,$25.00,2011-03-21,167783,,3,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
THERMOSTAT,INLAND KENWORTH               ,$115.00,2011-03-21,167786,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
5202 SEAL CLUTCH SHAFT 92117/P23164/1HD,INLAND KENWORTH               ,$20.00,2011-03-21,167789,,1,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
87754 SEAL 92118/P23164/1HD,INLAND KENWORTH               ,$59.00,2011-03-21,167789,,4,,Highways & Public Works,Goods - Transportation Maintenance Branch Only,,Whitehorse,N,2010-11
